UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2024-06-17T11:21:28.000Z,Land has to be provided by state government for AIIMS.. Previously there was a plan to start central government medical college @ periya Kasargod.. That promise didn't happen because centre told that AIIMS will be started in all state. Kerala dnt have any institution under MOHFW,1,,1
,2019-08-17T19:17:13.000Z,"#KeralaFloods #KeralaFloodRelief Medical team despatched by  Southern Naval Command to Pulthumala for #Lendingahelpinghand to health officials of state administration to address health n hygiene issues in the aftermath of the landslides and floods.
@SpokespersonMoD
 @indiannavy",2,12,59
,2018-08-22T15:36:43.000Z,"#Kerala: Gautham, a Class 10 student who lost his books & notebooks in the flood, is a resident of Idukki district's Vandiperiyar town and is a student of St. Joseph's School there.",4,9,38
,2018-08-18T11:34:52.000Z,"evacuation complete in SNIMS , Chalakka , Ernakulam ... over 700 ... all patients , students &  staff have reached  manjally camp. 6 Or 7 security remaining in campus. Message from Director of medical college .. Welldone Navy .. #KeralaFloods 
@nsitharaman",,36,83
,2018-08-25T05:41:04.000Z,"#Onam2018 makes us remember loved ones lost to the floods as also the terrible destruction of property in Kerala, but it also teaches us the power of the human spirit to overcome odds, to unite in face of adversity & always cling to righteousess as great Mahabali did.",1,14,33
,2018-09-03T10:58:14.000Z,"The KIMS team had received a request for general surgeons as many in the camps were affected while escaping floods. 
In the picture : Dr Srikanth, Dr. Swaroop and Dr. Bharath from #KIMS
#KIITForKerala
#KeralaReliefWork 
#KIIT #Kerala",,106,338
,2018-08-23T11:29:32.000Z,#KeralaFloods: Kerala Government has requested for additional medical teams and setting up of field hospitals. Army is moving medical assets in addition to the 12 teams already deployed. Total of approximately 3000 people have received medical aid till now.,1,11,53
,2018-08-21T12:33:10.000Z,"#KeralaFloods: NDRF medical teams established medical camp in affected areas of Distt. Alappuzha and Thrisuur and provided medical aid to104 people. In on-going operation, NDRF has rescued 535 lives & evacuated 24,616 people and rescued 119 livestock.",,9,33
,2023-06-11T20:53:49.000Z,"Kerala facts in 2018 
Incomplete but beautiful movie
#2018movie 
Humanity is alive in people when earthquakes like these flood 

Especially the anoop  character no words 
@ttovino
 his acting next level 
#JudeAnthonyJoseph #TovinoThomas #2018movie",,4,14
,2024-05-22T03:25:07.000Z,Every year since 2018 many places in #Kerala get flooded at the onset of the season's first rains itself! Pathetic response by the LDF government other than tours abroad to study about flood management! Karma!!,,1,1
,2023-05-06T11:10:34.000Z,"As expected, commies upset of #2018movie because it don't go by their propaganda narrative of ""Pinarayi saving Kerala from Floods"".

Thanks you Jude Antony for saving us from another party propaganda diarrhea.

2018 floods was caused by the callousness of state govt.
Period.",1,1,11
,2023-05-05T08:54:17.000Z,"The one issue I found with '2018' is in how it sidelines the efforts of the govt machinery during the floods, just like how Aashiq Abu did with 'Virus' on how Kerala overcame the Nipah Virus threat. Anyone with a memory of those days will know that this is not true",2,1,65
