UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2022-11-03T13:56:59.000Z,"Written and directed by Jude Anthany Joseph, #2018Movie tells the story of the heroes who fought together when severe floods devastated Kerala in 2018.

#TovinoThomas #KunchackoBoban #AsifAli",,12,20
,2018-08-18T13:17:30.000Z,"It was the flood-prone, low-lying Kuttanad in central Kerala that was the first to bear the brunt — it became inundated in early July.  #KeralaFloods #KeralaRains",1,20,52
,2018-07-21T08:49:07.000Z,"Kerala: Central government delegation led by Union Minister Kiren Rijiju visited flooded areas of Alappuzha and Kottayam districts, said, ""government had sanctioned aid of Rs 80 crore yesterday.""",,11,75
,2020-05-31T14:37:24.000Z,"https://theweek.in/webworld/features/society/aizawl-district-collector-kannan-gopinathan.html…

https://businessinsider.in/unknown-facts-about-ias-officer-kannan-gopinathan/articleshow/70841531.cms…

http://horizons.tatatrusts.org/2019/march/mizoram-sports-development.html…

https://english.manoramaonline.com/districts/pathanamthitta/2018/09/05/district-collector-works-incognito-in-kerala-flood-relief-camp.html…

https://m.telegraphindia.com/states/north-east/drive-to-save-chite-lui/cid/1423837…",2,,
,2018-08-11T17:17:27.000Z,"Despite a respite from rain and falling water levels in major dams, Kerala remained on alert on Saturday, with over 60,000 persons displaced in four districts.",2,12,29
,2018-08-18T13:17:30.000Z,"It was the flood-prone, low-lying Kuttanad in central Kerala that was the first to bear the brunt — it became inundated in early July.  #KeralaFloods #KeralaRains",1,20,52
,2018-08-20T10:41:11.000Z,"My article in ⁦
@firstpost
⁩ on #Kerala #Onam Releases getting postponed due to #KeralaFloods2018",,4,74
,2018-07-21T08:49:07.000Z,"Kerala: Central government delegation led by Union Minister Kiren Rijiju visited flooded areas of Alappuzha and Kottayam districts, said, ""government had sanctioned aid of Rs 80 crore yesterday.""",,11,75
,2018-08-25T03:34:17.000Z,Water is yet to recede in several places and hundreds of houses are still submerged https://abplive.in/india-news/rain-hit-kerala-marks-grim-onam-747216… #Kerala #Onam #KeralaFloods2018 #KeralaFloods,2,6,52
,2018-08-16T03:13:46.000Z,#Kerala: Kochi Metro train services suspended as water level rises in Muttom Metro yard area. #KeralaFloods,,11,49
,2018-08-19T13:58:17.000Z,"As we go back to our offices tomorrow, these people will still be living in camps. In places in Alappuzha district the water won't recede for a few more days. In districts like Idukki and Wayanad, houses have been destroyed completely.",2,66,66
