UserTags,TimeStamps,Tweets,Replys,ReTweets,Likes
,2018-08-26T04:25:01.000Z,"The usual celebrations like ""pookolam"" and preparing feasts were missing in many rain-affected areas while comparatively subdued elsewhere. #KeralaFloods
http://bit.ly/2BO7G4C",,,1
,2018-08-23T03:05:44.000Z,Kerala floods 2018 : how to find missing people in kerala l donate correctly by this video https://freepeoplefinder.us/2018/08/23/kerala-floods-2018-how-to-find-missing-people-in-kerala-l-donate-correctly-by-this-video/…,,,
,2018-08-13T06:24:02.000Z,"The death toll in #Kerala has touched 29 and four people are reported missing. Out of these, 25 persons died in landslides while 4 drowned.
#TheWeatherChannel #KeralaRains
https://wxch.nl/2nyEbKj",,,1
,2018-08-22T17:40:14.000Z,"As the death toll rises, emergency responders have to  also focus on preventing water-borne illnesses and assisting with clean-up efforts. http://s.pri.org/t2uQB7F",,2,
,2018-08-20T08:29:09.000Z,"Indian swimmer #SajanPrakash set national record at the 200m butterfly final in #AsianGames2018. 
https://thequint.com/sports/asian-games/asian-games-2018-indian-swimmer-sajan-prakash-national-record-family-missing-kerala-floods…",,4,8
,2018-08-20T14:29:09.000Z,"Death toll nears 400 in India's flood-hit Kerala, dozens missing https://bdnews24.com/neighbours/2018/08/20/death-toll-nears-400-in-india-s-flood-hit-kerala-dozens-missing…",,,2
,2018-08-14T09:39:30.000Z,"On Monday 
@HMOIndia
 reported that as many as 774 people in seven Indian states have died during the monsoon season so far, with another 27 people missing and 245 injured.
#TheWeatherChannel #Monsoon2018
https://wxch.nl/2MKUZsr",1,2,
,2018-08-24T17:16:44.000Z,"Kerala toll is 417, CM asks people to detail losses
#Keralafloods #Keralafloodsrelief #Kerala #Floods #Keralarain #Keraladeathtoll
 
@CMOKerala
 #PinarayiVijayan  
@chennithala
 
http://eenaduindia.com/news/national-news/2018/08/24200505/417-dead-in-Kerala-floods-36-missing.vpf…",,,
,2018-08-22T07:43:39.000Z,"""I've worked for very hard for an #AsianGames medal — I did whatever was possible to do. If I would have placed top three it would have been a gift for my family. It would have been great,"" 
@swim_sajan
 said https://firstpost.com/sports/asian-games-2018-swimmer-sajan-prakash-relieved-after-missing-family-members-rescued-from-kerala-floods-5018431.html…",,2,10
,2018-08-24T17:22:09.000Z,"Kerala toll is 417, CM asks people to detail losses
@CMOKerala
 #KeralaFloods #monsoonrains #KeralaFloods  #Onam2018 

http://eenaduindia.com/news/national-news/2018/08/24200505/417-dead-in-Kerala-floods-36-missing.vpf…",,,
,2021-10-17T06:28:20.000Z,"It's flood in Kerala again. Six dead.
@medhanarmada
 once said dams are responsible for Kerala floods in 2018.
Why she did not do a fast unto-death in protest of dams? 
Was it because Kerala was ruled by communists and you don't want to upset communist government?

1/2",1,,
,2018-08-21T22:05:50.000Z,Uttarakhand Floods (16 June 2013) Death Toll: 5748; Central aid to Uttarakhand: Rs. 1000 crore; Kerala aid to Uttarakhand: ZERO: Kerala Floods (2018): Death toll 357; Central aid to Kerala: Rs. 920 crore; Uttarakhand Aid to Kerala: Rs. five crore.,,2,1
,2019-08-12T14:37:53.000Z,"Death toll rises to 83 in Kerala, 40 in Maha. A piece from last year on how journalists are woefully underprepared to connect the dots. #ClimateChange
 #FloodFury",1,14,51
,2018-08-21T06:15:02.000Z,Kerala floods 2018 LIVE updates: UAE offers Rs 700 crore financial assistance for relief ops  https://goo.gl/ky7Ye9,,,
,2018-08-19T09:27:37.000Z,Kerala floods: death toll rises to at least 324 as rescue effort continues https://theguardian.com/world/2018/aug/17/kerala-floods-death-toll-rescue-effort-india?CMP=share_btn_tw…,,,
,2024-06-01T10:09:05.000Z,2018 flood survivor boy succumbs to rabies https://english.mathrubhumi.com/news/kerala/eight-year-old-death-due-to-rabies-1.9603424… #Death #Haripad #Health #Kerala #Rabies,,1,
,2018-08-24T09:58:08.000Z,"6. Kerala Floods (2018)

Death Toll : 357

Central Aid to Kerala : 920 Crore + 2 Lac for Death + 50K for Injured + Various Scheme Benefits

Uttarakhand Aid to Kerala : 10 Crore

TamilNadu : 5 Crore

Gujarat : 10 Crore

Bihar Aid to ",1,30,29
